County Number,County Name,ESC Region Served,ESC Region PEIMS,ESC Region Geographic,District Number,District Name,District Type,NCES District ID,District Street Address,District City,District State,District Zip,District Site Street Address,District Site City,District Site State,District Site Zip,District Phone,District Fax,District Email Address,District Web Page Address,District Superintendent,District Enrollment as of Oct 2022,School Number,School Name,Instruction Type,Charter Type,AEA,Magnet Status,Residential Facility,NCES School ID,School Street Address,School City,School State,School Zip,School Site Street Address,School Site City,School Site State,School Site Zip,School Phone,School Fax,School Email Address,School Web Page Address,School Principal,Grade Range,School Enrollment as of Oct 2022,School Status,School Status Date,Update Date
'067,EASTLAND COUNTY,'14,'14,'14,'067908,RISING STAR ISD,INDEPENDENT,'4837230,P O BOX 37,RISING STAR,TX,76471-5193,907 N MAIN,RISING STAR,TX,76471,(254) 643-1981,(254) 643-1922,mjones@risingstar.esc14.net,www.risingstarisd.org,MONTY JONES   ,183,'067908001,RISING STAR H S,REGULAR INSTRUCTIONAL,,N,N,N,'483723004189,P O BOX 37,RISING STAR,TX,76471-5193,905 N MAIN ST,RISING STAR,TX,76471-5193,(254) 643-3521,(254) 643-5408,elemprincipal@risingstar.esc14.net,www.risingstarisd.org,MONTY JONES   ,'06-12,89,Active, ,8/8/23 5:37
'068,ECTOR COUNTY,'18,'18,'18,'068802,COMPASS ACADEMY CHARTER SCHOOL,CHARTER,'4801417,5530 BILLY HEXT RD,ODESSA,TX,79765,5530 BILLY HEXT RD,ODESSA,TX,79765,(432) 272-1836,(432) 332-8667,kkilling@mycacs.org,www.mycompassacademy.org,MS KATHY KILLINGSWORTH   ,1399,'068802001,COMPASS ACADEMY CHARTER SCHOOL,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480141712503,5530 BILLY HEXT RD,ODESSA,TX,79765,5530 BILLY HEXT RD,ODESSA,TX,79765,(432) 272-1836,(432) 332-8667,sparker@mycacs.org,,MR STEVEN PARKER   ,'KG-12,1399,Active,8/17/11,8/8/23 5:37
'068,ECTOR COUNTY,'18,'18,'18,'068803,UTPB STEM ACADEMY,CHARTER,'4801443,4901 E UNIVERSITY BLVD,ODESSA,TX,79762,4901 E UNIVERSITY,ODESSA,TX,79762,(432) 552-2580,(432) 552-2581,davidson_s@utpb.edu,www.utpbstemacademy.org,MS SHANNON DAVIDSON   ,0,'068803001,UTPB STEM ACADEMY,REGULAR INSTRUCTIONAL,COLLEGE/UNIVERSITY CHARTER,N,N,N,'480144313129,4901 E UNIVERSITY BLVD,ODESSA,TX,79762,4901 E UNIVERSITY BLVD,ODESSA,TX,79762,(432) 552-2580,(432) 552-2581,stemacad@utpb.edu,,CODY GRIFFIN   ,'KG-12,0,Active,8/25/14,8/8/23 5:37
'068,ECTOR COUNTY,'18,'18,'18,'068901,ECTOR COUNTY ISD,INDEPENDENT,'4818000,P O BOX 3912,ODESSA,TX,79760-3912,802 N SAM HOUSTON,ODESSA,TX,79760,(432) 456-9879,(432) 456-9878,scott.muri@ectorcountyisd.org,www.ectorcountyisd.org,DR SCOTT R MURI   ,33340,'068901002,ODESSA H S,REGULAR INSTRUCTIONAL,,N,N,N,'481800001587,P O BOX 3912,ODESSA,TX,79760-3576,1301 N DOTSY,ODESSA,TX,79763-3576,(432) 456-0029,(432) 456-0028,anthony.garcia@ectorcountyisd.org,,MR ANTHONY GARCIA   ,'09-12,3874,Active, ,8/8/23 5:37
'069,EDWARDS COUNTY,'15,'15,'15,'069901,ROCKSPRINGS ISD,INDEPENDENT,'4800003,P O BOX 157,ROCKSPRINGS,TX,78880-0157,201 N HWY 377,ROCKSPRINGS,TX,78880-0157,(830) 683-4137,(830) 683-4141,larryt.taylor@rockspringsisd.net,www.rockspringsisd.net/,MR LARRY TAYLOR   ,237,'069901001,ROCKSPRINGS K-12,REGULAR INSTRUCTIONAL,,N,N,N,'480000304219,P O BOX 157,ROCKSPRINGS,TX,78880-0157,201 N HWY 377,ROCKSPRINGS,TX,78880-0157,(830) 683-4136,(830) 683-8144,kendall.smith@rockspringsisd.net,www.rockspringsisd.net,KENDALL SMITH   MR CHARLES WRIGHT   ,'EE-12,237,Active, ,8/8/23 5:37
'069,EDWARDS COUNTY,'15,'15,'15,'069902,NUECES CANYON CISD,INDEPENDENT,'4833240,P O BOX 118,BARKSDALE,TX,78828-0118,200 TAYLOR ST,BARKSDALE,TX,78828-0118,(830) 234-3514,(830) 234-3435,kpowers@nccisd.net,www.nccisd.net,MRS KRISTI POWERS   ,248,'069902001,NUECES CANYON JH/HS,REGULAR INSTRUCTIONAL,,N,N,N,'483324003739,P O BOX 118,BARKSDALE,TX,78828-0118,200 TAYLOR ST,BARKSDALE,TX,78828-0118,(830) 234-3524,(830) 234-4129,kpowers@nccisd.net,nccisd.net,MR NAPHTALI FLETCHER   ,'07-12,104,Active, ,8/8/23 5:37
'070,ELLIS COUNTY,'10,'10,'10,'070801,FAITH FAMILY ACADEMY,CHARTER,'4800105,1620 FALCON DR,DESOTO,TX,75115,1620 FALCON DR,DESOTO,TX,75115,(972) 224-4110,(972) 224-4133,mjpurcell@faithfamilyacademy.org,www.faithfamilyacademy.org,DR MOLLIE J PURCELL MOZLEY   ,2768,'070801002,OAK CLIFF FAITH FAMILY ACADEMY,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480010513356,1620 FALCON DR,DESOTO,TX,75115,300 W KIEST BLVD,DALLAS,TX,75224,(972) 224-4110,(972) 224-4133,tnguyen@faithfamilyacademy.org,www.faithfamilyacademy.org,WENDY DANSBY   ,'PK-12,2473,Active,5/1/15,8/8/23 5:37
'070,ELLIS COUNTY,'10,'10,'10,'070901,AVALON ISD,INDEPENDENT,'4809030,P O BOX 455,AVALON,TX,76623-0455,104 F M 55,AVALON,TX,76623-0455,(972) 627-3251,(972) 627-3220,info@avalonisd.net,avalonisd.net,MR KHRISTOPHER MARSHALL   ,337,'070901001,AVALON SCHOOL,REGULAR INSTRUCTIONAL,,N,N,N,'480903000374,P O BOX 455,AVALON,TX,76623-0455,104 F M 55,AVALON,TX,76623-0455,(972) 627-3251,(972) 627-3220,info@avalonisd.net,avalon.tx.schoolwebpages.com,MR JODY TENNERY   MR TONY HERNANDEZ   ,'PK-12,337,Active, ,8/8/23 5:37
'070,ELLIS COUNTY,'10,'10,'10,'070903,ENNIS ISD,INDEPENDENT,'4818540,P O BOX 1420,ENNIS,TX,75120-1420,303 W KNOX,ENNIS,TX,75119-3957,(972) 872-7000,(972) 875-8667,info@ennis.k12.tx.us,www.ennis.k12.tx.us/,JAY TULLOS   ,6185,'070903002,ENNIS H S,REGULAR INSTRUCTIONAL,,N,N,N,'481854001737,2301 ENSIGN RD,ENNIS,TX,75119-6299,2301 ENSIGN RD,ENNIS,TX,75119-6299,(972) 872-3500,(972) 875-7027,wade.bishop@ennis.k12.tx.us,www.ennis.K12.tx.us/,MR WADE BISHOP   ,'09-12,1791,Active, ,8/8/23 5:37
'070,ELLIS COUNTY,'10,'10,'10,'070905,FERRIS ISD,INDEPENDENT,'4819170,P O BOX 459,FERRIS,TX,75125-0459,301 E 5TH ST,FERRIS,TX,75125-2225,(972) 544-3858,(972) 544-2784,info@ferrisisd.org,www.ferrisisd.org,HECTOR MADRIGAL   ,2716,'070905002,FERRIS H S,REGULAR INSTRUCTIONAL,,N,N,N,'481917001786,P O BOX 461,FERRIS,TX,75125-0461,1025 E 8TH ST,FERRIS,TX,75125-2812,(972) 544-3737,(972) 544-2029,cguastella@ferrisisd.org,,CHRIS GUASTELLA   ,'09-12,821,Active, ,8/8/23 5:37
'070,ELLIS COUNTY,'10,'10,'10,'070907,ITALY ISD,INDEPENDENT,'4824450,300 S COLLEGE,ITALY,TX,76651,300 S COLLEGE,ITALY,TX,76651,(972) 483-1815,(972) 483-6152,rkistner@italyisd.org,www.italyisd.org,MRS RACHEL KISTNER   ,634,'070907001,ITALY H S,REGULAR INSTRUCTIONAL,,N,N,N,'482445002740,300 S COLLEGE,ITALY,TX,76651-0909,300 S COLLEGE,ITALY,TX,76651-0909,(972) 483-7411,(972) 483-6152,sgraves@itlayisd.org,www.italyisd.org,MS SHARON D GRAVES   ,'07-12,303,Active, ,8/8/23 5:37
'070,ELLIS COUNTY,'10,'10,'10,'070908,MIDLOTHIAN ISD,INDEPENDENT,'4830600,100 WALTER STEPHENSON RD,MIDLOTHIAN,TX,76065-3418,100 WALTER STEPHENSON RD,MIDLOTHIAN,TX,76065,(469) 856-5000,(972) 775-1757,Karen.Rue@misd.gs,WWW.MIDLOTHIANISD.ORG,DR KAREN RUE   ,10990,'070908001,MIDLOTHIAN H S,REGULAR INSTRUCTIONAL,,N,N,N,'483060003458,923 S 9TH ST,MIDLOTHIAN,TX,76065-3636,923 S 9TH ST,MIDLOTHIAN,TX,76065-3636,(469) 856-5100,(972) 775-3321,kalee.mcmullen@MIDLOTHIANISD.ORG,www.MIDLOTHIANISD.ORG,DR AMANDA RODGERS   ,'09-12,1994,Active, ,8/8/23 5:37
'070,ELLIS COUNTY,'10,'10,'10,'070909,MILFORD ISD,INDEPENDENT,'4830780,P O BOX 545,MILFORD,TX,76670-0545,205 THIRD AVE,MILFORD,TX,76670-0545,(972) 493-2911 ext:2230,(972) 493-2429,areyna@milfordisd.org,www.milfordisd.org,AMY REYNA   ,247,'070909001,MILFORD SCHOOL,REGULAR INSTRUCTIONAL,,N,N,N,'483078003473,P O BOX 545,MILFORD,TX,76670-0545,205 THIRD AVE,MILFORD,TX,76670-0545,(972) 493-2911,(972) 493-2429,areyna@milfordisd.org,www.milfordisd.org,KIMBERNIQUE COLEMAN   ,'EE-12,247,Active, ,8/8/23 5:37
'070,ELLIS COUNTY,'10,'10,'10,'070910,PALMER ISD,INDEPENDENT,'4834110,P O BOX 790,PALMER,TX,75152-0790,303 BULLDOG WAY,PALMER,TX,75152-0790,(972) 449-3389 ext:6006,(972) 845-2112,kevin.noack@palmer-isd.org,www.palmer-isd.org,KEVIN NOACK   ,1304,'070910001,PALMER H S,REGULAR INSTRUCTIONAL,,N,N,N,'483411003794,P O BOX 790,PALMER,TX,75152-0790,422 W JEFFERSON,PALMER,TX,75152-9525,(972) 449-3487,(972) 845-3517,bwarner@palmer-isd.org,www.palmer-isd.org,BRIAN WARNER   ,'09-12,370,Active, ,8/8/23 5:37
'070,ELLIS COUNTY,'10,'10,'10,'070911,RED OAK ISD,INDEPENDENT,'4836660,P O BOX 9000,RED OAK,TX,75154-9000,109 W RED OAK RD,RED OAK,TX,75154,(972) 617-2941,(972) 617-4333,debbie.temple@redoakisd.org,www.redoakisd.org,BRENDA SANFORD   ,6499,'070911001,RED OAK H S,REGULAR INSTRUCTIONAL,,N,N,N,'483666004106,P O BOX 9000,RED OAK,TX,75154-9000,220 S STATE HWY 342,RED OAK,TX,75154,(972) 617-3535,(972) 617-4797,howard.gatewood@redoakisd.org,www.redoakisd.org,HOWARD GATEWOOD   ,'09-12,2160,Active, ,8/8/23 5:37
'070,ELLIS COUNTY,'10,'10,'10,'070912,WAXAHACHIE ISD,INDEPENDENT,'4844730,411 N GIBSON ST,WAXAHACHIE,TX,75165-3007,411 N GIBSON ST,WAXAHACHIE,TX,75165-3007,(972) 923-4631,(972) 923-4759,jhollingsworth@wisd.org,www.wisd.org/,DR JERRY HOLLINGSWORTH   ,10837,'070912002,WAXAHACHIE H S,REGULAR INSTRUCTIONAL,,N,N,N,'484473005095,3001 US HWY 287 BYPASS,WAXAHACHIE,TX,75167,3001 US HWY 287 BYPASS,WAXAHACHIE,TX,75167,(972) 923-4600,(972) 923-4617,tharris@wisd.org,www.wisd.org,TONYA HARRIS   ,'09-12,2963,Active, ,8/8/23 5:37
'070,ELLIS COUNTY,'10,'12,'10,'070915,MAYPEARL ISD,INDEPENDENT,'4829580,P O BOX 40,MAYPEARL,TX,76064-0040,309 MAIN ST,MAYPEARL,TX,76064-0040,(972) 435-1000,(972) 435-1001,business.office@maypearlisd.org,www.maypearlisd.org,MR RITCHIE BOWLING   ,1212,'070915001,MAYPEARL H S,REGULAR INSTRUCTIONAL,,N,N,N,'482958003323,P O BOX 40,MAYPEARL,TX,76064-0040,600 PHILLIPS ST,MAYPEARL,TX,76064-9801,(972) 435-1020,(972) 435-1021,brandi.shisler@maypearlisd.org,www.maypearlisd.org,BRANDI SHISLER   ,'09-12,363,Active, ,8/8/23 5:37
'071,EL PASO COUNTY,'19,'19,'19,'071801,BURNHAM WOOD CHARTER SCHOOL DISTRICT,CHARTER,'4800037,7310 BISHOP FLORES DR,EL PASO,TX,79912-1429,7310 BISHOP FLORES DR,EL PASO,TX,79912-1429,(915) 584-9499,(915) 585-8814,jgonzales@burnhamwood.org,www.burnhamwood.org,DR JOE GONZALES   ,1359,'071801001,HOWARD BURNHAM EL,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480003707880,7310 BISHOP FLORES DR,EL PASO,TX,79912-1429,7310 BISHOP FLORES DR,EL PASO,TX,79912,(915) 584-9499,(915) 585-8814,mafranco@burnhamwood.org,www.burnhamwood.org,MARTHA FRANCO   ,'PK-05,290,Active,3/30/98,8/8/23 5:37
'071,EL PASO COUNTY,'19,'19,'19,'071803,TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO,CHARTER,'4800106,P O BOX 15644,SAN ANTONIO,TX,78212,1599 GEORGE DIETER DR,EL PASO,TX,79936,(915) 629-0138,(210) 227-7879,frances.johnson@triumphpublicschools.org,www.triumphpublicschools.org,MRS FRANCES BERRONES-JOHNSON   ,188,'071803001,TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO WEST,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,Y,N,N,'480010608207,711 N MESA ST,EL PASO,TX,79936,711 N MESA ST,EL PASO,TX,79902,(915) 532-7216,(915) 532-2251,francisco.chavez@triumphpublicschools.org,www.triumphpublicschools.org,FRANCISCO CHAVEZ   ,'09-12,79,Active,8/1/98,8/8/23 5:37
'071,EL PASO COUNTY,'19,'19,'19,'071804,EL PASO ACADEMY,CHARTER,'4800205,11000 ARGAL CT,EL PASO,TX,79935,11000 ARGAL CT,EL PASO,TX,79935,(915) 590-8589 ext:227 ,(915) 590-0052,sgross@elpacademy.com,www.elpacademy.com,MS SARAHI GROSS   ,384,'071804001,EL PASO ACADEMY,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,Y,N,N,'480020508773,11000 ARGAL CT,EL PASO,TX,79935,11000 ARGAL CT,EL PASO,TX,79935,(915) 590-8589,(915) 590-0052,ccanales@elpacademy.com,www.elpacademy.com,MS CINDY CANALES   ,'09-12,237,Active,7/24/00,8/8/23 5:37
'071,EL PASO COUNTY,'19,'04,'19,'071806,HARMONY PUBLIC SCHOOLS - WEST TEXAS,CHARTER,'4800272,5250 FAIRBANKS,EL PASO,TX,79924,5250 FAIRBANKS,EL PASO,TX,79924,(713) 343-3333,(713) 777-8555,superintendent.office@harmonytx.org,www.harmonytx.org,MR FATIH AY   ,4967,'071806001,HARMONY SCIENCE ACAD (EL PASO),REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480027211213,9405 BETEL DR,EL PASO,TX,79907,9405 BETEL DR,EL PASO,TX,79907,(915) 859-4620,(915) 859-4630,superintendent.office@harmonytx.org,www.hsaelpaso.harmonytx.org/,MAHMUT CANBEGI   ,'06-12,1020,Active,4/24/06,8/8/23 5:37
'071,EL PASO COUNTY,'19,'19,'19,'071807,LA FE PREPARATORY SCHOOL,CHARTER,'4800286,616 E FATHER RAHM AVE,EL PASO,TX,79901,616 E FATHER RAHM AVE,EL PASO,TX,79901,(915) 533-3922,(915) 533-4175,robert.gonzales@lafe-ep.org,www.lafeprep.org,ROBERT GONZALES   ,184,'071807101,LA FE PREPARATORY SCHOOL,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480028611410,616 E FATHER RAHM AVE,EL PASO,TX,79901,616 E FATHER RAHM AVE,EL PASO,TX,79901,(915) 533-3922,(915) 533-4175,mlopez2@lafeprep.org,,MARIA LOPEZ   ,'PK-08,184,Active,6/15/07,8/8/23 5:37
'071,EL PASO COUNTY,'19,'19,'19,'071809,VISTA DEL FUTURO CHARTER SCHOOL,CHARTER,'4801394,7310 BISHOP FLORES,EL PASO,TX,79912,1671 BOB HOPE DR,EL PASO,TX,79936,(915) 855-8143,(915) 855-8179,jgonzales@burnhamwood.org,www.burnhamwood.org,DR JOE GONZALES   ,332,'071809001,VISTA DEL FUTURO CHARTER SCHOOL,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480139412121,7310 BISHOP FLORES,EL PASO,TX,79912,1671 BOB HOPE DR,EL PASO,TX,79936,(915) 855-8143,(915) 855-8179,acandelaria@burnhamwood.org,www.burnhamwood.org,JULIE CONTRERAS   ,'PK-06,332,Active,6/17/10,8/8/23 5:37
'071,EL PASO COUNTY,'19,'19,'19,'071810,EL PASO LEADERSHIP ACADEMY,CHARTER,'4801439,1918 TEXAS AVE,EL PASO,TX,79901,1918 TEXAS AVE,EL PASO,TX,79901,(915) 298-3900,(915) 400-7971,oyanar@epla.org,www.epleadershipacademy.org,V OMAR YANAR   ,594,'071810001,EL PASO LEADERSHIP ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480143913023,1918 TEXAS AVE,EL PASO,TX,79901-4925,1918 TEXAS AVE,EL PASO,TX,79901-4925,(915) 298-3900,(915) 400-7971,csluna@epla.org,www.epleadershipacademy.org/,ESTHER ALONSO   ,'06-08,169,Active,8/25/14,8/8/23 5:37
'071,EL PASO COUNTY,'19,'19,'19,'071901,CLINT ISD,INDEPENDENT,'4814430,14521 HORIZON BLVD,EL PASO,TX,79928,14521 HORIZON BLVD,EL PASO,TX,79928,(915) 926-4000,(915) 926-4009,noemi.oropeza@clint.net,www.clintweb.net,MR JUAN I MARTINEZ   ,10365,'071901001,CLINT H S,REGULAR INSTRUCTIONAL,,N,N,N,'481443000932,14521 HORIZON BLVD,EL PASO,TX,79928,13890 ALAMEDA AVE,CLINT,TX,79836,(915) 926-8300,(915) 851-3895,garrett.ritchey@clint.net,,MR GARRETT RITCHEY   ,'09-12,745,Active, ,8/8/23 5:37
'071,EL PASO COUNTY,'19,'19,'19,'071902,EL PASO ISD,INDEPENDENT,'4818300,P O BOX 20100,EL PASO,TX,79998-0100,1014 N STANTON,EL PASO,TX,79902,(915) 230-2577,(915) 230-0575,disayave@episd.org,www.episd.org,DIANA I SAYAVEDRA   ,50031,'071902001,ANDRESS H S,REGULAR INSTRUCTIONAL,,N,N,N,'481830001661,5400 SUN VALLEY DR,EL PASO,TX,79924-3498,5400 SUN VALLEY DR,EL PASO,TX,79924-3498,(915) 236-4000,(915) 757-6443,andress@episd.org,andress.episd.org,MR LUIS RUBEN ALARCON   ,'09-12,1530,Active,7/1/80,8/8/23 5:37
'071,EL PASO COUNTY,'19,'19,'19,'071903,FABENS ISD,INDEPENDENT,'4818900,P O BOX 697,FABENS,TX,79838-0697,821 N E AVE G,FABENS,TX,79838-0697,(915) 765-2600,(915) 764-2968,matorres@fabensisd.net,www.fabensisd.net,MR MARTIN TORRES   ,1931,'071903001,FABENS H S,REGULAR INSTRUCTIONAL,,N,N,N,'481890001768,P O BOX 697,FABENS,TX,79838-0697,601 NE AVE G,FABENS,TX,79838-0697,(915) 765-2620,(915) 764-4953,erincon@fabensisd.net,www.fabensisd.net,MR EDGAR A RINCON   ,'09-12,623,Active, ,8/8/23 5:37
'071,EL PASO COUNTY,'19,'19,'19,'071904,SAN ELIZARIO ISD,INDEPENDENT,'4838850,P O BOX 920,SAN ELIZARIO,TX,79849-0920,1050 CHICKEN RANCH RD,SAN ELIZARIO,TX,79849-0920,(915) 872-3900,(915) 872-3903,acardonajr@seisd.net,www.seisd.net,DR JEANNIE MEZA-CHAVEZ   ,3177,'071904001,SAN ELIZARIO H S,REGULAR INSTRUCTIONAL,,N,N,N,'483885004433,P O BOX 920,SAN ELIZARIO,TX,79849-0920,13981 SOCORRO RD,SAN ELIZARIO,TX,79849-0920,(915) 872-3970,(915) 872-3971,pmagallon@seisd.net,seisdsehs.ss4.sharpschool.com/,MRS APRIL MARIONI   ,'09-12,1029,Active, ,8/8/23 5:37
'071,EL PASO COUNTY,'19,'19,'19,'071905,YSLETA ISD,INDEPENDENT,'4846680,9600 SIMS DR,EL PASO,TX,79925-7225,9600 SIMS DR,EL PASO,TX,79925-7225,(915) 434-0000,(915) 591-4144,MMATHEWSON@YISD.NET,www.yisd.net,DR XAVIER DE LA TORRE   ,36183,'071905001,BEL AIR H S,REGULAR INSTRUCTIONAL,,N,N,N,'484668005307,731 YARBROUGH DR,EL PASO,TX,79915,731 YARBROUGH DR,EL PASO,TX,79915,(915) 434-2000,(915) 593-6110,webmaster@yisd.net,belair.yisd.net,MR JACOB VALTIERRA   ,'09-12,1839,Active, ,8/8/23 5:37
'071,EL PASO COUNTY,'19,'19,'19,'071906,ANTHONY ISD,INDEPENDENT,'4808430,840 SIXTH ST,ANTHONY,TX,79821,840 SIXTH ST,ANTHONY,TX,79821,(915) 886-6500 ext:1500,(915) 886-2420,OTRONCOSO@ANTHONYISD.NET,www.anthonyisd.net,DR OSCAR TRONCOSO   ,781,'071906001,ANTHONY H S,REGULAR INSTRUCTIONAL,,N,N,N,'480843000212,825 WILDCAT DR,ANTHONY,TX,79821-1279,825 WILDCAT DR,ANTHONY,TX,79821-1279,(915) 886-6550 ext:1550,(915) 886-3875,svespinoza@anthonyisd.net,,MS SANDRA ESPINOZA   ,'09-12,236,Active, ,8/8/23 5:37
'071,EL PASO COUNTY,'19,'19,'19,'071907,CANUTILLO ISD,INDEPENDENT,'4812780,P O BOX 100,CANUTILLO,TX,79835-0100,7965 ARTCRAFT,EL PASO,TX,79932,(915) 877-7444,(915) 877-7483,pio@canutillo-isd.org,www.canutillo-isd.org,DR PEDRO GALAVIZ   ,6076,'071907001,CANUTILLO H S,REGULAR INSTRUCTIONAL,,N,N,N,'481278000772,P O BOX 100,CANUTILLO,TX,79835-6447,6675 S DESERT BLVD,EL PASO,TX,79932,(915) 877-7800,(915) 877-7807,pio@canutillo-isd.org,www.canutillo-isd.org,MS CANDICE MARRUFO   ,'09-12,1642,Active, ,8/8/23 5:37
'071,EL PASO COUNTY,'19,'19,'19,'071908,TORNILLO ISD,INDEPENDENT,'4842990,P O BOX 170,TORNILLO,TX,79853-0170,19200 COBB AVE,TORNILLO,TX,79853-0170,(915) 765-3000,(915) 765-3099,Superintendent@tisd.us,www.tisd.us,ROSA VEGA-BARRIO   ,829,'071908001,TORNILLO H S,REGULAR INSTRUCTIONAL,,N,N,N,'484299004898,P O BOX 170,TORNILLO,TX,79853-0170,430 D OIL MILL,TORNILLO,TX,79853-0170,(915) 765-3550,(915) 765-3599,olveraa@tisd.us,www.tisd.us,MR ALEJANDRO OLVERA   ,'09-12,294,Active, ,8/8/23 5:37
'071,EL PASO COUNTY,'19,'19,'19,'071909,SOCORRO ISD,INDEPENDENT,'4840710,12440 ROJAS DR,EL PASO,TX,79928-5400,12440 ROJAS DR,EL PASO,TX,79928-5400,(915) 937-0013,(915) 851-7572,ncarman@sisd.net,www.sisd.net,DR JOHN N CARMAN   ,47843,'071909001,SOCORRO H S,REGULAR INSTRUCTIONAL,,N,N,N,'484071004619,10150 ALAMEDA AVE,EL PASO,TX,79927-1600,10150 ALAMEDA AVE,EL PASO,TX,79927-1600,(915) 937-2000,(915) 859-0206,iestor@sisd.net,www.sisd.net,DR IGNACIO ESTORGA   ,'09-12,2484,Active, ,8/8/23 5:37
'072,ERATH COUNTY,'11,'11,'11,'072801,PREMIER HIGH SCHOOLS,CHARTER,'4800207,P O BOX 292730,LEWISVILLE,TX,75029,1301 WATERS RIDGE DR,LEWISVILLE,TX,75057,(972) 316-3663,(972) 315-9506,ccook@responsiveed.com,www.responsiveed.com,MR CHARLES COOK   ,7117,'072801001,PREMIER H S OF COMANCHE/EARLY,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,Y,N,N,'480020708780,P O BOX 292730,LEWISVILLE,TX,75029,819 EARLY BLVD,EARLY,TX,76802,(325) 356-9673,(972) 315-9506,tgarcia@responsiveedtx.com,www.responsiveed.com,MR TIM GARCIA   ,'06-12,90,Active,7/24/00,8/8/23 5:37
'072,ERATH COUNTY,'11,'11,'11,'072802,ERATH EXCELS ACADEMY INC,CHARTER,'4800159,680 PEACH ORCHARD RD,STEPHENVILLE,TX,76401,680 PEACH ORCHARD RD,STEPHENVILLE,TX,76401,(254) 965-8883,(254) 965-8654,mscott@erath-excels.org,www.hustonacademy.com,MR MIKE SCOTT   ,103,'072802001,HUSTON ACADEMY,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,Y,N,N,'480015908364,680 PEACH ORCHARD RD,STEPHENVILLE,TX,76401,680 PEACH ORCHARD RD,STEPHENVILLE,TX,76401,(254) 965-8883,(254) 965-8654,ctaylor@erath-excels.org,www.hustonacademy.com,MS CAROL TAYLOR   ,'07-12,41,Active,7/1/06,8/8/23 5:37
'072,ERATH COUNTY,'11,'11,'11,'072901,THREE WAY ISD,INDEPENDENT,'4842720,247 CR 207,STEPHENVILLE,TX,76401,247 CR 207,STEPHENVILLE,TX,76401,(254) 965-6496,(254) 965-3357,tott@twisd.us,www.twisd.us,DR WILLIAM T OTT   ,233,'072901101,THREE WAY ISD,REGULAR INSTRUCTIONAL,,N,N,N,'484272004876,247 CR 207,STEPHENVILLE,TX,76401,247 CR 207,STEPHENVILLE,TX,76401,(254) 965-6496,(254) 965-3357,tott@twisd.us,www.twisd.us,MRS KENZIE KING   ,'PK-12,233,Active,7/1/88,8/8/23 5:37
'072,ERATH COUNTY,'11,'11,'11,'072902,DUBLIN ISD,INDEPENDENT,'4817580,P O BOX 169,DUBLIN,TX,76446-0169,420 N POST OAK,DUBLIN,TX,76446-0169,(254) 445-3341,(254) 445-3345,msummers@dublinisd.us,www.dublinisd.us,MRS MELISSA SUMMERS   ,1146,'072902001,DUBLIN H S,REGULAR INSTRUCTIONAL,,N,N,N,'481758001512,P O BOX 169,DUBLIN,TX,76446-0169,2233 E STATE HWY 6,DUBLIN,TX,76446-0169,(254) 445-0362,(254) 445-1706,nbriseno@dublinisd.us,www.dublin.k12.tx.us,NORMA BRISENO   ,'07-12,489,Active, ,8/8/23 5:37
'072,ERATH COUNTY,'11,'11,'11,'072903,STEPHENVILLE ISD,INDEPENDENT,'4841520,2655 W OVERHILL,STEPHENVILLE,TX,76401-3003,2655 W OVERHILL,STEPHENVILLE,TX,76401-3003,(254) 968-7990,(254) 968-5942,eric.cederstrom@sville.us,www.sville.us/,MR ERIC CEDERSTROM   ,3730,'072903001,STEPHENVILLE H S,REGULAR INSTRUCTIONAL,,N,N,N,'484152004746,2655 W OVERHILL DR,STEPHENVILLE,TX,76401-1972,2650 W OVERHILL DR,STEPHENVILLE,TX,76401-1972,(254) 968-4141,(254) 968-4897,stephanie.traweek@sville.us,,MRS STEPHANIE TRAWEEK   ,'09-12,1127,Active, ,8/8/23 5:37
